link_id,page_no,link_text,surrounding_text,link_destination,link_domain,jade_link
1777,243,"(1979)1 A Crim R 367,","operate unfairly against an defendant (R v Gouroff [1979]VicSC 619; (1979)1 A Crim R 367, 371-372; R v Masters (1992) 26 NSWLR 450; Ahern v",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1979154529&pubNum=5341&originatingDoc=I8df24250896011e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=3284394e5a314260983beeb33731c600&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1778,243,371-372;,"(R v Gouroff [1979]VicSC 619; (1979)1 A Crim R 367, 371-372; R v Masters (1992) 26 NSWLR 450; Ahern v The",https://jade.io/citation/2688983/section/140057,jade,NA: JADE
1779,243,-1992,"619; (1979)1 A Crim R 367, 371-372; R v Masters (1992) 26 NSWLR 450; Ahern v The Queen (1988)165 CLR 87,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357957&pubNum=5138&originatingDoc=I4cc46b90881211e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=e7dafb6d700f4be496bca41e7ddeec37&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1785,243,103;,"participation of the defendant(Ahern v The Queen (1988)165 CLR 87, 103; [1988]HCA 39; R v Moore [1988]1 Qd R 252). The",https://jade.io/article/67441/section/140669,jade,NA: JADE
1787,243,[1988]1 Qd R 252).,"Queen (1988)165 CLR 87, 103; [1988]HCA 39; R v Moore [1988]1 Qd R 252). The jury should be directed about any shortcomings in the",https://www.queenslandjudgments.com.au/case/id/510000,queenslandjudgments,NA: QR
1789,243,104;,"of an alleged conspirator(Ahern v The Queen (1988)165 CLR 87, 104; [1988]HCA 39). 4.29.3 Suggested Direction [Last reviewed: March 2026] You",https://jade.io/article/67441/section/140631,jade,NA: JADE
1796,245,103ZZB,"is appropriate to make in the interests of justice’. Section 103ZZB of the Evidence Act 1977 prohibits a judge from directing,",https://jade.io/article/353262/section/1399173,jade,NA: JADE
1799,245,132BAA,"that the evidence should be scrutinised with great care. Section 132BAA of the Evidence Act 1977 prohibits similar directions, warnings or",https://jade.io/article/353262/section/1399174,jade,NA: JADE
1804,246,(1992)174 CLR 558;,"Statements—Including Police Interviews and Pre-Text Calls; Pollitt v The Queen (1992)174 CLR 558; [1992]HCA 35), indemnified witnesses(see R v Falzon (No 2) [1993]1",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357863&pubNum=3586&originatingDoc=I0348d6b087ac11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9254f474dcb44899be32d55c6a36c783&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1806,246,[1993]1 Qd R,"558; [1992]HCA 35), indemnified witnesses(see R v Falzon (No 2) [1993]1 Qd R 618), and witnesses who have the benefit of a sentence",https://www.queenslandjudgments.com.au/case/id/507819,queenslandjudgments,NA: QR
1808,246,Penalties,"of a sentence reduced pursuant to s 13A of the Penalties and Sentences Act 1992(Qld). In the case of accomplices, or",https://jade.io/article/352736,jade,NA: JADE
1811,246,(1997)191 LSJS 53;,"as bad character or hostility or self-interest(see R v Sinclair (1997)191 LSJS 53; cf R v Hayes [2008]QCA 371, [84]-[100]), it may be",https://jade.io/citation/3922363,jade,NA: JADE
1812,246,[2008]QCA,"R v Sinclair (1997)191 LSJS 53; cf R v Hayes [2008]QCA 371, [84]-[100]), it may be appropriate to draw these matters",https://www.queenslandjudgments.com.au/caselaw/qca/2008/371,queenslandjudgments,NA: QR
1814,246,"[84]-[100]),","Sinclair (1997)191 LSJS 53; cf R v Hayes [2008]QCA 371, [84]-[100]), it may be appropriate to draw these matters to the",https://jade.io/article/86955/section/5701,jade,NA: JADE
1815,246,(1986)161 CLR 315;,"their capacity to give reliable evidence(cf Bromley v The Queen (1986)161 CLR 315; [1986]HCA 49), or a witness whose recollection is likely to",https://jade.io/article/67298,jade,NA: JADE
1817,246,"(1995)89 A Crim R 554,","result of alcohol or other drugs(cf Hickey v The Queen (1995)89 A Crim R 554, 567-569 and R v Morgan [1994]1 VR 567). While each",https://anzlaw.thomsonreuters.com/Document/I8ded5cf0893711e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1818,246,567-569,"drugs(cf Hickey v The Queen (1995)89 A Crim R 554, 567-569 and R v Morgan [1994]1 VR 567). While each of",https://jade.io/citation/2673127/section/4537,jade,NA: JADE
1819,246,[1994]1 VR 567).,"(1995)89 A Crim R 554, 567-569 and R v Morgan [1994]1 VR 567). While each of the mentioned cases turned on a consideration",https://anzlaw.thomsonreuters.com/Document/I9bd83fc0893611e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1820,246,(1999)197 CLR 162;,warning of the kind discussed in Robinson v The Queen (1999)197 CLR 162; [1999]HCA 42 may be required—a direction now prohibited by the,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1999477972&pubNum=3586&originatingDoc=Ie243a27087af11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=0b8fa7e045224149ae96d486ab3c1947&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1822,247,132BA,"occasioned for the defendant, must be in accordance with s 132BA of the Evidence Act 1977. For other directions where there",https://jade.io/article/353262/section/1137399,jade,NA: JADE
1824,247,94A(4),"a sexual offence or domestic violence offence, see also s 94A(4) of the Evidence Act 1977 (see Benchbook Chapter 5.3 Preliminary",https://jade.io/article/353262/section/50818,jade,NA: JADE
1828,250,"[2014]QCA 299,","is a good reason for not doing so(R v Warradoo [2014]QCA 299, [13], [17]; see also TJF v The Queen (2001)120 A",http://archive.sclqld.org.au/qjudgment/2014/QCA14-299.pdf,sclqld,https://jade.io/article/352146
1829,250,"[13],","good reason for not doing so(R v Warradoo [2014]QCA 299, [13], [17]; see also TJF v The Queen (2001)120 A Crim",https://jade.io/article/352146/section/140536,jade,NA: JADE
1830,250,[17];,"reason for not doing so(R v Warradoo [2014]QCA 299, [13], [17]; see also TJF v The Queen (2001)120 A Crim R",https://jade.io/article/352146/section/140542,jade,NA: JADE
1831,250,(2001)120 A Crim R 209;,"[2014]QCA 299, [13], [17]; see also TJF v The Queen (2001)120 A Crim R 209; [2001]NSWCCA 127, [59]). 4.31.3 Suggested Direction [Last reviewed: March 2026]",https://anzlaw.thomsonreuters.com/Document/I3e768ef0881811e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1832,250,"[2001]NSWCCA 127,","also TJF v The Queen (2001)120 A Crim R 209; [2001]NSWCCA 127, [59]). 4.31.3 Suggested Direction [Last reviewed: March 2026] Special considerations",https://jade.io/article/183553,jade,NA: JADE
1833,250,[59]).,"v The Queen (2001)120 A Crim R 209; [2001]NSWCCA 127, [59]). 4.31.3 Suggested Direction [Last reviewed: March 2026] Special considerations arise",https://jade.io/article/183553/section/140578,jade,NA: JADE
1835,252,[2019]QCA 191,"For discussions on ‘similar fact’ evidence, see R v McNeish [2019]QCA 191 and R v CBM [2015]1 Qd R 165. See Chapter",https://www.queenslandjudgments.com.au/case/id/512839,queenslandjudgments,NA: QR
1836,252,[2015]1 Qd R,see R v McNeish [2019]QCA 191 and R v CBM [2015]1 Qd R 165. See Chapter 5.5 Evidence of Other Sexual or Discreditable,https://anzlaw.thomsonreuters.com/Document/Ie6e4f47088b611e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1838,253,(2006)225 CLR,"in conformity with the decision in Phillips v The Queen (2006)225 CLR 303; [2006]HCA 4). Here, there is more than one complainant",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2008556547&pubNum=3586&originatingDoc=I50b0b70087bc11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=8102f4cb31e54b328abf63203cf41cfc&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1840,253,[2006]HCA 4).,"the decision in Phillips v The Queen (2006)225 CLR 303; [2006]HCA 4). Here, there is more than one complainant and the prosecution",https://www.hcourt.gov.au/sites/default/files/eresources/2006/HCA/4.pdf,hcourt,https://jade.io/article/390
1856,257,161,"commenced by proclamation on 23 September 2024. Pursuant to s 161 of the Evidence Act 1977, div 3 applies, with Queensland",https://jade.io/article/353262/section/1781,jade,NA: JADE
1858,257,3,"Pursuant to s 161 of the Evidence Act 1977, div 3 applies, with Queensland Supreme and District Courts Criminal Directions Benchbook",https://jade.io/article/353262/section/51,jade,NA: JADE
1861,258,"[2025]QCA 152,","relevant to the complainant’s truthfulness or reliability(cf R v PBT [2025]QCA 152, [23], [24]). In either case, the direction is to be",https://archive.sclqld.org.au/qjudgment/2025/QCA25-152.pdf,sclqld,https://jade.io/article/1147545
1862,258,"[23],","the complainant’s truthfulness or reliability(cf R v PBT [2025]QCA 152, [23], [24]). In either case, the direction is to be given",https://jade.io/article/1147545/section/140122,jade,NA: JADE
1863,258,[24]).,"complainant’s truthfulness or reliability(cf R v PBT [2025]QCA 152, [23], [24]). In either case, the direction is to be given at",https://jade.io/article/1147545/section/140603,jade,NA: JADE
1864,258,"[2025]QCA 111,","about sexual violence, may influence juries(see also R v LBK [2025]QCA 111, [130]-[135]). Section 103ZZ(2)(c)is a conditional prohibition against directing a jury",https://archive.sclqld.org.au/qjudgment/2025/QCA25-111.pdf,sclqld,https://jade.io/article/1140209
1865,258,[130]-[135]).,"violence, may influence juries(see also R v LBK [2025]QCA 111, [130]-[135]). Section 103ZZ(2)(c)is a conditional prohibition against directing a jury that",https://jade.io/article/1140209/section/27476,jade,NA: JADE
1866,259,[2025],"or delayed complaint is relevant of itself’ (R v MEQ [2025] QCA 186, [13]). The proscribed direction that absent or delayed",https://archive.sclqld.org.au/qjudgment/2025/QCA25-186.pdf,sclqld,https://jade.io/article/1156876
1868,259,[13]).,"is relevant of itself’ (R v MEQ [2025] QCA 186, [13]). The proscribed direction that absent or delayed complaint is relevant",https://jade.io/article/1156876/section/140536,jade,NA: JADE
1871,260,[2004]QCA,"they were raped or sexually assaulted. In R v Rutherford [2004]QCA 481, the trial judge was held to have erred by",http://archive.sclqld.org.au/qjudgment/2004/QCA04-481.pdf,sclqld,https://jade.io/article/168707
1873,260,"[2022]QCA 91,","because it can be easily pretended. In R v SDQ [2022]QCA 91, Sofronoff P pointed out at [29]-[30] that such a direction",https://www.queenslandjudgments.com.au/caselaw/qca/2022/91,queenslandjudgments,NA: QR
1874,260,[29]-[30],"R v SDQ [2022]QCA 91, Sofronoff P pointed out at [29]-[30] that such a direction is wrong because the proposition was",https://jade.io/article/929396/section/1097,jade,NA: JADE
1875,260,"[1984]1 Qd R 477,","wrong because the proposition was rejected in R v Roissetter [1984]1 Qd R 477, 482. That part of the direction has since been deleted.",https://www.queenslandjudgments.com.au/case/id/506760,queenslandjudgments,NA: QR
1876,260,482,"was rejected in R v Roissetter [1984]1 Qd R 477, 482. That part of the direction has since been deleted. Whether",https://jade.io/citation/2699919/section/1063,jade,NA: JADE
1879,260,[2010]1 Qd R 276).,"Qd R 477, 482(McPherson J); see also R v Williams [2010]1 Qd R 276). In addition, a trial judge may make a comment in",https://www.queenslandjudgments.com.au/case/id/503360,queenslandjudgments,NA: QR
1880,260,"[2003]QCA 435,","if they had been sexually abused. In R v Cotic [2003]QCA 435, the Court of Appeal did not disapprove of a comment",https://www.queenslandjudgments.com.au/caselaw/qca/2003/435,queenslandjudgments,NA: QR
1881,260,"[2017]QCA 11,","or in this particular case.’ See also R v MCJ [2017]QCA 11, [52]. 5.2.3 Suggested Direction [Last reviewed: March 2025] Queensland Supreme",https://www.queenslandjudgments.com.au/caselaw/qca/2017/11,queenslandjudgments,NA: QR
1882,260,[52].,"this particular case.’ See also R v MCJ [2017]QCA 11, [52]. 5.2.3 Suggested Direction [Last reviewed: March 2025] Queensland Supreme and",https://jade.io/article/520598/section/630,jade,NA: JADE
1894,262,4A,admission of preliminary complaint evidence was previously found in s 4A of the Criminal Law (Sexual Offences) Act 1978 (Qld). Subject,https://jade.io/article/422536/section/42367,jade,NA: JADE
1898,262,94A,"to one significant difference, it is now found at s 94A of the Evidence Act 1977 (Qld) upon proclamation of the",https://jade.io/article/353262/section/7016,jade,NA: JADE
1905,262,103B,"violence offence’, which is defined for those purposes at s 103B of the Evidence Act 1977. It is likely that earlier",https://jade.io/article/353262/section/7072,jade,NA: JADE
1908,262,162,"equal application to s 94A. However, the transitional provision, s 162 of the Evidence Act 1977, provides that s 94A only",https://jade.io/article/353262/section/9105,jade,NA: JADE
1914,263,103ZY,"certain comments concerning the delay in making complaints. Also, s 103ZY of the Evidence Act 1977 now mandates certain directions be",https://jade.io/article/353262/section/1424732,jade,NA: JADE
1917,263,[2013]1 Qd R 374;,"of the specific charges before the Court (R v NM [2013]1 Qd R 374; R v PAS [2014]QCA 289; R v KAW [2020]QCA 57,",https://www.queenslandjudgments.com.au/case/id/505615,queenslandjudgments,NA: QR
1918,263,[2014]QCA 289;,"(R v NM [2013]1 Qd R 374; R v PAS [2014]QCA 289; R v KAW [2020]QCA 57, [33]-[39]). Evidence of complaint about",http://archive.sclqld.org.au/qjudgment/2014/QCA14-289.pdf,sclqld,https://jade.io/article/351950
1919,263,"[2020]QCA 57,","R 374; R v PAS [2014]QCA 289; R v KAW [2020]QCA 57, [33]-[39]). Evidence of complaint about conduct that is consistent with",https://archive.sclqld.org.au/qjudgment/2020/QCA20-057.pdf,sclqld,https://jade.io/article/724033
1920,263,[33]-[39]).,"R v PAS [2014]QCA 289; R v KAW [2020]QCA 57, [33]-[39]). Evidence of complaint about conduct that is consistent with the",https://jade.io/article/724033/section/5043,jade,NA: JADE
1921,263,"[2016]QCA 232,","to be a complaint about the charged conduct(R v BCZ [2016]QCA 232, [37]; R v SDL [2021]QCA 14). Section 4A(6)provides that a",https://www.queenslandjudgments.com.au/caselaw/qca/2016/232,queenslandjudgments,NA: QR
1922,263,[37];,"a complaint about the charged conduct(R v BCZ [2016]QCA 232, [37]; R v SDL [2021]QCA 14). Section 4A(6)provides that a complaint",https://jade.io/article/491012/section/140276,jade,NA: JADE
1923,263,[2021]QCA 14).,"charged conduct(R v BCZ [2016]QCA 232, [37]; R v SDL [2021]QCA 14). Section 4A(6)provides that a complaint includes a disclosure. A disclosure",https://www.queenslandjudgments.com.au/caselaw/qca/2021/14,queenslandjudgments,NA: QR
1924,263,[2014]QCA 226).,"made by conduct, rather than a verbal statement(R v Foster [2014]QCA 226). In R v AW [2005]QCA 152 at [26], the Court",https://www.queenslandjudgments.com.au/caselaw/qca/2014/226,queenslandjudgments,NA: QR
1925,263,[2005]QCA 152,"verbal statement(R v Foster [2014]QCA 226). In R v AW [2005]QCA 152 at [26], the Court of Appeal held that a disclosure,",https://www.queenslandjudgments.com.au/caselaw/qca/2005/152,queenslandjudgments,NA: QR
1926,263,"[26],","Foster [2014]QCA 226). In R v AW [2005]QCA 152 at [26], the Court of Appeal held that a disclosure, for the",https://jade.io/article/168864/section/140175,jade,NA: JADE
1927,263,(2020)3 QR,"police officer at the front desk’. In R v BDI (2020)3 QR 348, 356-361, the Court of Appeal considered the meaning of",https://www.queenslandjudgments.com.au/case/id/512866,queenslandjudgments,NA: QR
1929,263,"356-361,","the front desk’. In R v BDI (2020)3 QR 348, 356-361, the Court of Appeal considered the meaning of a ‘formal",https://jade.io/article/709232/section/224748,jade,NA: JADE
1930,263,[2021]QCA 145,"meaning of a ‘formal witness statement’. In R v Bryce [2021]QCA 145 at [20], it was held that a complaint made after",https://www.queenslandjudgments.com.au/caselaw/qca/2021/145,queenslandjudgments,NA: QR
1931,263,"[20],","‘formal witness statement’. In R v Bryce [2021]QCA 145 at [20], it was held that a complaint made after the complainant",https://jade.io/article/824226/section/318,jade,NA: JADE
1932,263,(2012)219 A Crim R 408;,had been no formal statement provided. In R v DBA (2012)219 A Crim R 408; [2012]QCA 49 a complaint about a distinct passage of conduct,https://anzlaw.thomsonreuters.com/Document/Ib681c99088b411e8aca5bab3c9b3f468/View/FullText.html?transitionType=UniqueDocItem&contextData=(sc.Default)&userEnteredCitation=R+v+DBA+(2012)+219+A+Crim+R+408&comp=wlau,thomsonreuters,NA: thomsonreuters
1933,263,[2012]QCA 49,provided. In R v DBA (2012)219 A Crim R 408; [2012]QCA 49 a complaint about a distinct passage of conduct was held,https://www.queenslandjudgments.com.au/caselaw/qca/2012/49,queenslandjudgments,NA: QR
1934,264,[2021]QCA 247,"5 Directions on Sexual Offences In R v IH [2021]QCA 247 at [33]-[34] and [37], hearsay evidence was held to be",https://www.queenslandjudgments.com.au/caselaw/qca/2021/247,queenslandjudgments,NA: QR
1935,264,[33]-[34],"on Sexual Offences In R v IH [2021]QCA 247 at [33]-[34] and [37], hearsay evidence was held to be admissible as",https://jade.io/article/853722/section/3339,jade,NA: JADE
1936,264,"[37],","Offences In R v IH [2021]QCA 247 at [33]-[34] and [37], hearsay evidence was held to be admissible as it provided",https://jade.io/article/853722/section/140276,jade,NA: JADE
1937,264,"[2000]1 Qd R 546,","purpose. Use of preliminary complaint evidence In R v LSS [2000]1 Qd R 546, [19] Thomas JA said: ‘The limited basis upon which such",https://www.queenslandjudgments.com.au/case/id/506499,queenslandjudgments,NA: QR
1938,264,[2005]1 Qd R 180,"independently prove anything [cf Kilby, 472]’. In R v RH [2005]1 Qd R 180 the Court of Appeal noted(at 184)that ‘[t]he wording of s",https://www.queenslandjudgments.com.au/case/id/504344,queenslandjudgments,NA: QR
1939,264,184)that,RH [2005]1 Qd R 180 the Court of Appeal noted(at 184)that ‘[t]he wording of s 4A(4)is in precise terms and it,https://jade.io/article/207205/section/140302,jade,NA: JADE
1942,264,[2023]QCA 184,description of events which really happened’. In R v VN [2023]QCA 184 at [204] it was observed that the impugned direction on,https://www.queenslandjudgments.com.au/caselaw/qca/2023/184,queenslandjudgments,NA: QR
1944,264,"586),","of evidence of complaint by the recipient. The Court said(at 586), ‘[e]vidence by the complainant of a preliminary complaint, if unsupported",https://jade.io/article/263512/section/130,jade,NA: JADE
1949,265,[14]).,"to those specific counts(R v LSS [2000]1 Qd R 546, [14]). 5.3.3 Suggested Directions [Last reviewed: January 2026] In this case,",https://jade.io/article/166156/section/140848,jade,NA: JADE
1957,268,-1989,s 132BA Evidence Act 1977. In Longman v The Queen (1989) 168 CLR 79 the High Court held that the jury,https://anzlaw.thomsonreuters.com/Document/Ie279bfe087aa11e8aca5bab3c9b3f468/View/FullText.html?transitionType=UniqueDocItem&contextData=(sc.Default)&userEnteredCitation=Longman+v+The+Queen+(1989)+168+CLR+79&comp=wlau,thomsonreuters,NA: thomsonreuters
1963,268,154(1),the trial starts on or after 15 September 2020: s 154(1) Evidence Act 1977. The main aspects of s 132BA are:,https://jade.io/article/353262/section/6253,jade,NA: JADE
1966,269,(2017)265 A Crim R 214;,lost or is unavailable: s 165B(7). In TO v R (2017)265 A Crim R 214; [2017]NSWCCA 12 the New South Wales Court of Criminal Appeal(Price,https://jade.io/article/521424/section/140660,jade,NA: JADE
1967,269,[2017]NSWCCA 12,"165B(7). In TO v R (2017)265 A Crim R 214; [2017]NSWCCA 12 the New South Wales Court of Criminal Appeal(Price J, with",https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=147082ab-2b23-49f1-9af4-de849d6285aa&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5MXP-1H71-FJDY-X1SP-00000-00&pdcontentcomponentid=267706&pdteaserkey=cr2&pdicsfeatureid=1517127&pditab=allpods&ecomp=hwtpk&earg=cr2&prid=336b910a-2fb9-42a0-8e75-fcd6380091ac,sclqld,
1968,269,[167].,and Fagan JJ agreed)summarised the effect of s 165B at [167]. See also Cabot (a pseudonym) v R (No 2) [2020],https://jade.io/article/521424/section/4885,jade,NA: JADE
1969,269,2) [2020] NSWCCA 354.,at [167]. See also Cabot (a pseudonym) v R (No 2) [2020] NSWCCA 354. Price J said: The following is a summary of the,https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=aa1130db-3cb7-47e9-b849-090908a82a3d&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A61JY-V8T1-K0HK-22K8-00000-00&pdcontentcomponentid=267706&pdteaserkey=cr1&pdicsfeatureid=1517127&pditab=allpods&ecomp=hwtpk&earg=cr1&prid=33c2ae89-0482-4cab-a84e-7d304e933fe9,sclqld,
1970,269,[2013] NSWCCA 237,disadvantage must form part of the application: Groundstroem v R [2013] NSWCCA 237 (“Groundstroem”)at [56]. 2. Subsection(5)prohibits the judge from directing the jury,https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=1164d926-6293-4843-b66d-e968edc7c453&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A59TD-NJD1-F2TK-207D-00000-00&pdcontentcomponentid=267706&pddoctitle=%5B2013%5D+NSWCCA+237&pdproductcontenttypeid=urn%3Apct%3A170&pdiskwicview=false&ecomp=g2z2k&prid=d94956b2-cfb0-4540-b780-f2356e032685,sclqld,
1971,269,[56].,of the application: Groundstroem v R [2013] NSWCCA 237 (“Groundstroem”)at [56]. 2. Subsection(5)prohibits the judge from directing the jury ‘about any,https://jade.io/article/304968/section/140726,jade,NA: JADE
1972,269,(2014) 86 NSWLR 623,otherwise than in accordance with the section: Jarrett v R (2014) 86 NSWLR 623 at [53](“Jarrett”). 3. There is a duty to inform the,https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=ac3b899d-e19e-4098-af75-f746e5218e44&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5FH3-XY71-FBFS-S26G-00000-00&pdcontentcomponentid=267694&pddoctitle=(2014)+86+NSWLR+623&pdproductcontenttypeid=urn%3Apct%3A170&pdiskwicview=false&ecomp=g2z2k&prid=639a604f-965d-40ca-82e6-ab861e22c094,sclqld,Authorised Report
1973,269,[53](“Jarrett”).,the section: Jarrett v R (2014) 86 NSWLR 623 at [53](“Jarrett”). 3. There is a duty to inform the jury of,https://jade.io/article/339224/section/140574,jade,NA: JADE
1974,270,"[2024]QCA 238,","accused’s own inaction: Jarrett at[63]. See also R v PBO [2024]QCA 238, [96]-[99] where the Court considered what was required before a",https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=e776bbd4-9c35-4076-ae16-a3b5d5de0b93&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:6DH5-CWP3-MC8F-H0D4-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=035b2acd-32ed-48ba-8c9a-dda43acb1f52&ecomp=7g_ck,lexis,https://jade.io/article/1109080
1975,270,[96]-[99],"inaction: Jarrett at[63]. See also R v PBO [2024]QCA 238, [96]-[99] where the Court considered what was required before a direction",https://jade.io/article/1109080/section/9010,jade,NA: JADE
1976,270,"[2023]QCA 78,","In so doing, the Court referred to R v BEA [2023]QCA 78, [34] and adopted what was said in Jarrett v R",https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=1a1483c6-e19f-4a16-a678-a363645bf34c&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:683K-BM51-K0BB-S3B5-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=c8f70373-9fba-4380-8463-e3671f91a333&ecomp=7g_ck,lexis,https://jade.io/article/980859
1977,270,[34],"doing, the Court referred to R v BEA [2023]QCA 78, [34] and adopted what was said in Jarrett v R (2014)86",https://jade.io/article/980859/section/140626,jade,NA: JADE
1978,270,"(2014)86 NSWLR 623,","[34] and adopted what was said in Jarrett v R (2014)86 NSWLR 623, [54] where observations were made as to what is required",https://jade.io/article/339224,jade,NA: JADE
1979,270,[54],"what was said in Jarrett v R (2014)86 NSWLR 623, [54] where observations were made as to what is required in",https://jade.io/article/339224/section/788,jade,NA: JADE
1982,271,4A(4),"there is sufficient evidence to justify the direction.’ Also, s 4A(4) of the Criminal Law (Sexual Offences) Act 1978 provides: ‘If",https://jade.io/article/422536/section/8637,jade,NA: JADE
1987,271,"[2003]QCA 435,","if they had been sexually abused. In R v Cotic [2003]QCA 435, the Court of Appeal did not disapprove of a comment",https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/?pdmfid=1201008&crid=c50bb7ff-acb2-4654-958a-63d7fec84c23&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5PB3-H441-FFFC-B09G-00000-00&pdcontentcomponentid=267708&pdshepid=urn%3AcontentItem%3A5PB3-H441-FFFC-B09G-00000-00&pdteaserkey=sr0&pdicsfeatureid=1517127&pditab=allpods&ecomp=hwtpk&earg=sr0&prid=7a737290-5d59-41c4-a16b-618471f9cbbe,sclqld,https://jade.io/article/207164
1988,271,[2017]QCA 11,"generally, or in this particular case.’ In R v MCJ [2017]QCA 11 the Court of Appeal considered a ground of appeal that",https://archive.sclqld.org.au/qjudgment/2017/QCA17-011.pdf,sclqld,https://jade.io/article/520598
1991,272,[2012]QCA 156,"Criminal Law (Sexual Offences) Act 1978… In R v Hansen [2012]QCA 156 Holmes JA(as Her Honour then was), with whom Gotterson and",https://archive.sclqld.org.au/qjudgment/2012/QCA12-156.pdf,sclqld,https://jade.io/article/266693
1992,272,[29]-[30],"was), with whom Gotterson and Philippides JJA agreed, explained at [29]-[30] that a warning to the jury based on the fact",https://jade.io/article/266693/section/1097,jade,NA: JADE
1993,272,"[2022]QCA 108,","s 632(3) of the Criminal Code.’ In R v BDJ [2022]QCA 108, the Court of Appeal(Fraser and Mullins JJA and Ryan J)explained",https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=1d30bcdb-1ba8-44c3-a48d-9a6504faf7e7&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A65PS-2CC1-F4GK-M1FS-00000-00&pdcontentcomponentid=267708&pddoctitle=%5B2022%5D+QCA+108&pdproductcontenttypeid=urn%3Apct%3A170&pdiskwicview=false&ecomp=g2z2k&prid=4ebd1e4a-1e67-43e8-a783-1d707b2fe1e8,sclqld,https://jade.io/article/934435
2006,276,"(1995)182 CLR 461,","will depend upon the test in Pfennig v The Queen (1995)182 CLR 461, 483; [1995]HCA 7 (‘Pfennig’), as was confirmed in R v",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1995389111&pubNum=3586&originatingDoc=I6cafc27087ad11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=91b0f0a7018b44149f29436c2b8dd7be&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
2007,276,483;,"the test in Pfennig v The Queen (1995)182 CLR 461, 483; [1995]HCA 7 (‘Pfennig’), as was confirmed in R v Bauer",https://jade.io/article/67936/section/140618,jade,NA: JADE
